,categories
212,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]"
213,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
214,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
215,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'southern', 'title': 'Southern'}]"
216,"[{'alias': 'burgers', 'title': 'Burgers'}]"
217,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
218,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]"
219,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
220,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]"
221,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]"
222,"[{'alias': 'cuban', 'title': 'Cuban'}]"
223,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'lounges', 'title': 'Lounges'}]"
224,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
225,"[{'alias': 'lounges', 'title': 'Lounges'}]"
226,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
227,"[{'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]"
228,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'foodstands', 'title': 'Food Stands'}]"
229,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
230,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
231,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
232,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
233,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
234,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'foodstands', 'title': 'Food Stands'}]"
235,"[{'alias': 'dog_parks', 'title': 'Dog Parks'}, {'alias': 'bars', 'title': 'Bars'}]"
236,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
237,"[{'alias': 'pizza', 'title': 'Pizza'}]"
238,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
239,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
240,"[{'alias': 'cigarbars', 'title': 'Cigar Bars'}]"
241,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soulfood', 'title': 'Soul Food'}]"
242,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
243,"[{'alias': 'historicaltours', 'title': 'Historical Tours'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]"
244,"[{'alias': 'delis', 'title': 'Delis'}]"
245,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
246,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]"
247,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]"
248,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}]"
249,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]"
250,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
251,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
252,"[{'alias': 'caribbean', 'title': 'Caribbean'}]"
253,"[{'alias': 'caribbean', 'title': 'Caribbean'}]"
254,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'southern', 'title': 'Southern'}]"
255,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
256,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
257,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'seafood', 'title': 'Seafood'}]"
258,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]"
259,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]"
260,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}]"
261,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'karaoke', 'title': 'Karaoke'}]"
262,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'thai', 'title': 'Thai'}]"
263,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]"
264,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]"
265,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]"
266,"[{'alias': 'customcakes', 'title': 'Custom Cakes'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}]"
267,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]"
268,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
269,"[{'alias': 'parks', 'title': 'Parks'}]"
270,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
271,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'foodstands', 'title': 'Food Stands'}]"
272,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
273,"[{'alias': 'speakeasies', 'title': 'Speakeasies'}]"
274,"[{'alias': 'tapas', 'title': 'Tapas Bars'}]"
275,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'lounges', 'title': 'Lounges'}]"
276,"[{'alias': 'greek', 'title': 'Greek'}]"
277,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'pizza', 'title': 'Pizza'}]"
278,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'catering', 'title': 'Caterers'}]"
279,"[{'alias': 'ramen', 'title': 'Ramen'}]"
280,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]"
281,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
282,"[{'alias': 'parks', 'title': 'Parks'}]"
283,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'soup', 'title': 'Soup'}]"
284,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]"
285,"[{'alias': 'museums', 'title': 'Museums'}, {'alias': 'escapegames', 'title': 'Escape Games'}]"
286,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
287,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
288,"[{'alias': 'pubs', 'title': 'Pubs'}]"
289,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
290,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}]"
291,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
292,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]"
293,"[{'alias': 'museums', 'title': 'Museums'}]"
294,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
295,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]"
296,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]"
297,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
298,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
299,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]"
300,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'wraps', 'title': 'Wraps'}]"
301,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]"
302,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
303,"[{'alias': 'southern', 'title': 'Southern'}]"
304,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
305,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'burgers', 'title': 'Burgers'}]"
306,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'salad', 'title': 'Salad'}]"
307,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'italian', 'title': 'Italian'}]"
308,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
309,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tobaccoshops', 'title': 'Tobacco Shops'}]"
310,"[{'alias': 'lounges', 'title': 'Lounges'}]"
311,"[{'alias': 'seafood', 'title': 'Seafood'}]"
312,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]"
313,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]"
314,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]"
315,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
316,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'soulfood', 'title': 'Soul Food'}]"
317,"[{'alias': 'localflavor', 'title': 'Local Flavor'}, {'alias': 'arts', 'title': 'Arts & Entertainment'}]"
318,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
319,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}]"
320,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]"
321,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
322,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
323,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]"
324,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
325,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'burgers', 'title': 'Burgers'}]"
326,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
327,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
328,"[{'alias': 'caribbean', 'title': 'Caribbean'}]"
329,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]"
330,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
331,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]"
332,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
333,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
334,"[{'alias': 'vegan', 'title': 'Vegan'}]"
335,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]"
336,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'halal', 'title': 'Halal'}]"
337,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
338,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
339,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
340,"[{'alias': 'galleries', 'title': 'Art Galleries'}, {'alias': 'themedcafes', 'title': 'Themed Cafes'}, {'alias': 'vintage', 'title': 'Used, Vintage & Consignment'}]"
341,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]"
342,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
343,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
344,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
345,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
346,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
347,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}]"
348,"[{'alias': 'food_court', 'title': 'Food Court'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]"
349,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
350,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]"
351,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
352,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]"
353,"[{'alias': 'gaybars', 'title': 'Gay Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]"
354,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'bars', 'title': 'Bars'}]"
355,"[{'alias': 'mexican', 'title': 'Mexican'}]"
356,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
357,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]"
358,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
359,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'artmuseums', 'title': 'Art Museums'}]"
360,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
361,"[{'alias': 'seafood', 'title': 'Seafood'}]"
362,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]"
363,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
364,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
365,"[{'alias': 'hookah_bars', 'title': 'Hookah Bars'}]"
366,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
367,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
368,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
369,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]"
370,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
371,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'desserts', 'title': 'Desserts'}]"
372,"[{'alias': 'chinese', 'title': 'Chinese'}]"
373,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]"
374,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
375,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
376,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'wraps', 'title': 'Wraps'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
377,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'arcades', 'title': 'Arcades'}, {'alias': 'divebars', 'title': 'Dive Bars'}]"
378,"[{'alias': 'chinese', 'title': 'Chinese'}]"
379,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
380,"[{'alias': 'hookah_bars', 'title': 'Hookah Bars'}]"
381,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]"
382,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'acaibowls', 'title': 'Acai Bowls'}, {'alias': 'wraps', 'title': 'Wraps'}]"
383,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'salad', 'title': 'Salad'}]"
384,"[{'alias': 'localflavor', 'title': 'Local Flavor'}]"
385,"[{'alias': 'seafood', 'title': 'Seafood'}]"
386,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'burgers', 'title': 'Burgers'}]"
387,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
388,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}]"
389,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'diners', 'title': 'Diners'}]"
390,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'desserts', 'title': 'Desserts'}]"
391,"[{'alias': 'dog_parks', 'title': 'Dog Parks'}]"
392,"[{'alias': 'walkingtours', 'title': 'Walking Tours'}, {'alias': 'historicaltours', 'title': 'Historical Tours'}, {'alias': 'pubs', 'title': 'Pubs'}]"
393,"[{'alias': 'delis', 'title': 'Delis'}]"
394,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
395,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
396,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}]"
397,"[{'alias': 'bakeries', 'title': 'Bakeries'}]"
398,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
399,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'burgers', 'title': 'Burgers'}]"
400,"[{'alias': 'markets', 'title': 'Fruits & Veggies'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]"
401,"[{'alias': 'lounges', 'title': 'Lounges'}]"
402,"[{'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]"
403,"[{'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}, {'alias': 'filipino', 'title': 'Filipino'}]"
404,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'soulfood', 'title': 'Soul Food'}]"
405,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]"
406,"[{'alias': 'cafes', 'title': 'Cafes'}]"
407,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}]"
408,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
409,"[{'alias': 'localflavor', 'title': 'Local Flavor'}]"
410,"[{'alias': 'cupcakes', 'title': 'Cupcakes'}]"
411,"[{'alias': 'localflavor', 'title': 'Local Flavor'}]"
412,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'lounges', 'title': 'Lounges'}]"
413,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
414,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
